Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os03g0815100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.5	0.0000011148041678619	
Os06g0701700	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99AME2' vs 'Nipponbare; mock'	4.5	0.00000135227221154276	
Os08g0374600	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.5	0.00000196063291484611	
Os04g0541700	oryza sativa	E-GEOD-21396	'42 days after flowering' vs '7 days after flowering' in 'endosperm'	4.5	0.00000196065655851244	
Os02g0662000	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	4.5	0.0000027006804222078	
Os01g0955100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000304135021094477	
Os02g0655200	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.5	0.00000353754320767999	
Os05g0322900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000461711896678187	
Os11g0127600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.5	0.00000494248591503134	
Os01g0733200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.5	0.00000514317386376881	
Os03g0820300	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '5 day' vs 'Pish; water; resistant' at '5 day'	4.5	0.0000956851217596377	
Os07g0154100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	4.5	0.0010524979469679	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	-4.5	0.00107830866171264	
Os02g0662000	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	-4.5	0.0139995220592177	
Os03g0192700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.4	0	
Os04g0543900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.4	0	
Os09g0439200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '12 hour; plant embryo coleoptile'	-4.4	1.07679523982373e-177	
Os04g0540900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.4	6.84731618481798e-35	
Os01g0955100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.4	1.65245465234416e-31	
Os01g0615100	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.4	5.67667404934867e-27	
Os09g0537700	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-4.4	2.72021220082588e-19	
Os01g0699100	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.4	9.14789895217433e-13	
Os02g0134300	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.4	6.07656008487953e-9	
Os02g0134300	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.4	1.08009750897191e-8	
Os01g0141000	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	4.4	1.17568439540959e-8	
Os10g0521000	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.4	1.17982314780657e-8	
Os02g0462800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.4	1.44143599693263e-8	
Os01g0141000	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	4.4	2.09673683519603e-8	
Os03g0820300	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.4	2.555141343091e-8	
Os02g0134300	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.4	2.89641853873024e-8	
Os05g0195200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.4	3.51723103755571e-8	
Os06g0127100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.4	3.53416455009355e-8	
Os05g0195200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.4	3.93537484922615e-8	
Os08g0445700	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	7.38310294159386e-8	
Os01g0141000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	4.4	7.50572599853432e-8	
Os02g0606700	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.4	7.93565388074561e-8	
Os05g0195200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.4	9.313108977326e-8	
Os04g0560600	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.4	9.43161458391757e-8	
Os03g0315400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	3.3765674703296e-7	
Os05g0542500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.4	7.02539729945067e-7	
Os05g0322900	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	0.00000181593696461296	
Os01g0699100	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.4	0.00000404689005247243	
Os07g0154100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	4.4	0.0000160616945776738	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.4	0.0000275174898492851	
Os01g0699100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.4	0.0000348421253325817	
Os01g0609300	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.4	0.0000571734170611494	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.4	0.0000715630149907029	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; none'	4.4	0.000100127249850001	
Os03g0322900	oryza sativa	E-GEOD-54243	'7 day; 30 degree celsius' vs '0 day; 20 degree celsius' in 'Hwi1'	-4.4	0.000134281772720718	
Os01g0955100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.4	0.000134624988091043	
Os03g0322900	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	-4.4	0.000187515526752711	
Os09g0522000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'K354'	4.4	0.000203239662324093	
Os10g0370500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.4	0.000238442635146267	
Os01g0699100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.4	0.000240992683223836	
Os03g0322900	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:60 carbon:nitrogen ratio'	4.4	0.000425169542149845	
Os01g0955100	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	-4.4	0.000529976783052833	
Os01g0348900	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.4	0.000650025601948505	
Os01g0955100	oryza sativa	E-GEOD-46867	'pho2 knockout' vs 'wild type' in 'shoot'	4.4	0.00129470676151506	
Os07g0559700	oryza sativa	E-MEXP-2311	'mutant; internode pith parenchyma' vs 'wild type; internode pith parenchyma'	4.4	0.00274139229172115	
Os03g0322900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-4.4	0.00278463201253517	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; mock'	-4.4	0.00507302526160785	
Os07g0150700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.3	0	
Os09g0543400	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '505 hour'	-4.3	2.55615271746072e-64	
Os01g0752500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.3	2.20103297785608e-62	
Os05g0276500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '12 hour; plant embryo coleoptile'	-4.3	6.22420846728684e-43	
Os01g0869900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.3	3.02411637459598e-41	
Os08g0374600	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.3	1.79330543316136e-33	
Os07g0561300	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.3	6.65107740597024e-33	
Os02g0542400	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-4.3	1.09799547682012e-29	
Os07g0561300	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-4.3	2.1520913490588e-28	
Os10g0415300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	4.3	4.12060628552893e-24	
Os11g0127600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.3	4.07851028428603e-13	
Os04g0560600	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.3	1.49890062411505e-8	
Os03g0390200	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-4.3	1.84024846338541e-8	
Os10g0415300	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.3	2.34851529668977e-8	
Os01g0141000	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	4.3	3.95438424397191e-8	
Os02g0606700	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.3	5.63143116505149e-8	
Os03g0322900	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.3	6.51091374237325e-8	
Os01g0615100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.3	1.10409411328611e-7	
Os07g0561300	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.3	1.40637663713536e-7	
Os07g0561300	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.3	2.10443855305647e-7	
Os06g0127100	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	4.3	2.42396113398124e-7	
Os02g0606700	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	4.3	2.58889231977247e-7	
Os04g0607500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	4.3	3.22920327765016e-7	
Os02g0736400	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.3	8.86550570849535e-7	
Os09g0457900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.3	9.72012791114439e-7	
Os09g0457900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.3	0.00000519666970447747	
Os05g0542500	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	4.3	0.00000775102733163362	
Os09g0522200	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.3	0.000019588033412457	
Os09g0457900	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae T7174' vs 'Nipponbare; mock'	4.3	0.0000213906315698405	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.3	0.0000268293543464861	
Os07g0561300	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.3	0.0000314326270956949	
Os04g0607500	oryza sativa	E-GEOD-62894	'pish; virulent line of rice blast fungus; susceptible' at '5 day' vs 'pish; water; susceptible' at '5 day'	-4.3	0.000031706260189519	
Os01g0839100	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.3	0.0000739406210058748	
Os05g0276500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	-4.3	0.000106496849262872	
Os10g0370500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	4.3	0.000110202904661645	
Os07g0559700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.3	0.00013840540137798	
Os03g0180800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	4.3	0.000147823542184714	
Os04g0659300	oryza sativa	E-GEOD-45724	'alkali; Jijing88' vs 'control; Jijing88'	4.3	0.000178222213358037	
Os10g0370500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	4.3	0.000189979860851972	
Os05g0322900	oryza sativa	E-GEOD-21396	'5 days after flowering' vs '1 days after flowering' in 'ovary'	-4.3	0.000502125647749097	
Os02g0462800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.3	0.000669199117354362	
Os05g0276500	oryza sativa	E-GEOD-25206	'chromium(6+); 100 micromolar' vs 'water'	-4.3	0.000839536201359624	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	4.3	0.00120876788784195	
Os05g0542500	oryza sativa	E-GEOD-58603	'none; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf' vs 'none; salt-tolerant introgression line PL177; normal watering; leaf'	4.3	0.00198687889747116	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	4.3	0.00248426944874021	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	4.3	0.0026945084428446	
Os01g0930400	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6 complemented line' vs 'ethanol; osmpk6 complemented line'	4.3	0.00301187773324281	
Os05g0542500	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.3	0.00466939648065981	
Os04g0659300	oryza sativa	E-GEOD-18787	'dexamethazone; osmpk6 complemented line' vs 'ethanol; osmpk6 complemented line'	4.3	0.0285228966797278	
Os01g0968800	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	-4.3	0.0297217626222776	
Os06g0701700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.2	3.37591940572107e-175	
Os11g0113700	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	-4.2	1.07105313591142e-89	
Os06g0693700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.2	1.88023058836523e-87	
Os01g0615100	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	4.2	1.51507533416233e-78	
Os01g0752500	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.2	1.12850693543736e-61	
Os10g0370500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.2	5.29882821813652e-58	
Os11g0184900	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.2	8.62591891635207e-42	
Os10g0415300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	4.2	7.74138632947351e-32	
Os04g0540900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.2	4.98246741468896e-31	
Os03g0180800	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.2	2.75572916895496e-24	
Os10g0521000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	4.2	9.79799041937718e-22	
Os03g0180800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.2	5.84147817918387e-17	
Os02g0640500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.2	4.53116668944494e-15	
Os02g0736400	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.2	2.49051044314919e-13	
Os01g0752500	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	4.2	5.32526866749833e-12	
Os11g0454300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4.2	7.34321907745047e-10	
Os03g0170900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.2	7.32712942154628e-9	
Os01g0658900	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.2	1.97680253932786e-8	
Os02g0766700	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.2	1.99885750445799e-8	
Os03g0576200	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.2	2.54946810441662e-8	
Os01g0827300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-4.2	4.39196024390506e-8	
Os10g0521000	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.2	5.35922075436536e-8	
Os02g0606700	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.2	8.63534140646281e-8	
Os03g0180800	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.2	3.69711289741443e-7	
Os06g0701700	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	4.2	6.86997160489311e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.00000322738449738769	
Os12g0150200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '6 hour'	4.2	0.00000416825781658968	
Os03g0820300	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000043121062973542	
Os09g0522200	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000054677230140305	
Os09g0537700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.2	0.0000058140128645309	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.2	0.00000796446381199209	
Os08g0445700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.2	0.0000154176018442974	
Os04g0543900	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.2	0.0000192460386708996	
Os03g0315400	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.0000196840462547298	
Os03g0315400	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000267087410798918	
Os11g0127600	oryza sativa	E-GEOD-38023	'recovery from cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.2	0.000028430050487139	
Os01g0968800	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.0000354687743787424	
Os02g0662000	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	4.2	0.0000369156691415146	
Os12g0150200	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'K354'	4.2	0.0000464023277698149	
Os01g0955100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.2	0.0000588270934529179	
Os07g0559700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.2	0.0000732492547633362	
Os10g0370500	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	4.2	0.0000834791309884977	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.2	0.000130897259873335	
Os03g0180800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.2	0.000164140922691883	
Os07g0154100	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	4.2	0.000175352948756371	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	4.2	0.000187910589892393	
Os09g0522200	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	-4.2	0.000275569656937239	
Os01g0930400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	4.2	0.00116539867528034	
Os02g0462800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.2	0.00219664507226542	
Os12g0150200	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	4.2	0.00289025927903495	
Os02g0462800	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pish; water; resistant' at '3 day'	4.2	0.0104537725139322	
Os06g0130100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.2	0.0342118851377234	
Os04g0401700	oryza sativa	E-GEOD-62893	'virulent isolate of Magnaporthe oryzae' vs 'water' in 'susceptible to Magnaporthe oryzae' at '3 day'	4.2	0.0458807187791872	
Os03g0223400	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '528 hour'	4.1	1.83603637595092e-205	
Os04g0401700	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.1	3.19377176396995e-107	
Os04g0543900	oryza sativa	E-MTAB-5941	'cold temperature regimen; 2 hour' vs 'none; 0 hour' in 'Volano'	4.1	7.92701983007456e-100	
Os09g0537700	oryza sativa	E-GEOD-116423	'ZnF5 deletion mutant' vs 'wild type genotype' in 'ZnF5 and Znf7 cohort'	4.1	8.57397030148762e-38	
Os01g0615100	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	4.1	2.14765252877905e-36	
Os01g0615100	oryza sativa	E-MTAB-4050	'N-acetylchitoheptaose' vs 'mock' in 'wild type'	4.1	1.98827539231127e-35	
Os01g0615100	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.1	4.19049736601219e-33	
Os05g0542500	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.1	7.35041530333547e-29	
Os01g0615100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-4.1	8.22569348727649e-27	
Os03g0180800	oryza sativa	E-CURD-37	'Pyricularia oryzae' vs 'none' in 'nitrogen fertiliser' at '2 day'	4.1	2.4117953277598e-23	
Os03g0576200	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '505 hour'	-4.1	3.25404682790914e-20	
Os08g0546800	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.1	1.45322022529007e-15	
Os02g0138900	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-4.1	4.59290359976623e-14	
Os03g0820300	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	4.1	7.45875516889027e-14	
Os08g0546800	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	-4.1	9.71611321212301e-12	
Os10g0415300	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.1	1.39346822748694e-8	
Os03g0223400	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-4.1	1.58029876750564e-8	
Os01g0348900	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	4.1	2.09303401200277e-8	
Os07g0561300	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.1	5.36377558383024e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.1	1.41585889055583e-7	
Os01g0136200	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae BLS303' vs 'Nipponbare; mock'	4.1	1.93039524632871e-7	
Os09g0522000	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Volano'	4.1	5.82652147358124e-7	
Os01g0733200	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.1	0.00000248375401282005	
Os07g0561300	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.1	0.00000323337335305869	
Os03g0820300	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	4.1	0.00000884944964930333	
Os07g0559700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	4.1	0.00000893186281401429	
