Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.2	0.0000637956582820281	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.2	0.000103642506447865	
Os02g0759400	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.2	0.000108512249365887	
Os01g0862800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5.2	0.000111609364081775	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.2	0.000134624988091043	
Os02g0134200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.2	0.000134624988091043	
Os05g0542500	oryza sativa	E-GEOD-44250	'potassium deficient medium with 6 hour resupply' vs 'potassium deficient medium with no resupply'	-5.2	0.000201839102411137	
Os12g0555000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	5.2	0.000220219931555831	
Os06g0141200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	-5.2	0.000291891330242485	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.2	0.000418283609363455	
Os07g0523300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-5.2	0.00060939068401718	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	5.2	0.00106217539607931	
Os11g0684000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO86' vs 'IR24; none'	5.2	0.00107522202097404	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5.2	0.00174202869742381	
Os09g0522200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A-2' vs 'IR24; mock'	-5.2	0.00201167525829762	
Os05g0542500	oryza sativa	E-GEOD-46867	'pho2 knockout' vs 'wild type' in 'shoot'	5.2	0.00217655209062174	
Os06g0141200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME2' vs 'IR24; none'	-5.2	0.00247077171860593	
Os08g0440800	oryza sativa	E-GEOD-21396	'1.2-1.5 mm' vs '0.7-1.0 mm' in 'anther'	5.2	0.00272369659907407	
Os09g0537700	oryza sativa	E-GEOD-38023	'recovery from cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-5.2	0.0050756892959589	
Os04g0301500	oryza sativa	E-MEXP-2311	'wild type; internode' vs 'wild type; internode pith parenchyma'	-5.2	0.0128141043485944	
Os02g0669100	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	5.1	0	
Os12g0555000	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.1	5.83790238674136e-170	
Os07g0186000	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-5.1	3.38972723005885e-125	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7331' vs 'mock'	5.1	4.73072048744064e-84	
Os03g0645900	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	5.1	1.73984163931303e-76	
Os05g0346200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5.1	9.53718040517381e-70	
Os07g0572100	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	-5.1	1.56424578754849e-58	
Os04g0578000	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.1	1.99279696243279e-53	
Os09g0543400	oryza sativa	E-CURD-48	'sodium dihydrogenphosphate; 0.323 millimolar' vs 'none' in 'treated directly; root' at '504 hour'	-5.1	7.38341769188204e-53	
Os01g0955100	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'moderately resistant to bacterial panicle blight disease' at 'seedling stage'	5.1	2.75087678979171e-52	
Os10g0415300	oryza sativa	E-MTAB-4406	'Burkholderia glumae' vs 'control' in 'susceptible to bacterial panicle blight disease' at 'seedling stage'	5.1	5.43125531941301e-51	
Os10g0409400	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7331' vs 'mock'	5.1	6.59830813614451e-47	
Os10g0409400	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	5.1	5.04969911024832e-45	
Os05g0276500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '24 hour; plant embryo coleoptile'	-5.1	1.31068172780661e-43	
Os03g0610400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	5.1	3.83984199797496e-28	
Os08g0545500	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-5.1	2.70720227637029e-20	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	5.1	2.0661203617326e-17	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS256' vs 'mock'	5.1	1.76343486691085e-16	
Os09g0325700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5.1	1.02855453737082e-15	
Os03g0286900	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.1	4.10927089955006e-14	
Os06g0246500	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5.1	1.90821076677744e-13	
Os01g0862800	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5.1	4.27275135017684e-10	
Os02g0644000	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.1	4.75316785496495e-9	
Os04g0541700	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	1.72357632089485e-8	
Os02g0644000	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	1.85072371287963e-8	
Os02g0134300	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	2.44471092637594e-8	
Os04g0560600	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.1	2.47765107093607e-8	
Os10g0177200	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.1	3.28739958172963e-8	
Os06g0127100	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5.1	4.83308361149539e-8	
Os04g0517100	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	5.17881695050138e-8	
Os03g0820500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.1	8.4025550634605e-8	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '3 hour'	5.1	8.60429645062281e-8	
Os01g0764800	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	5.1	1.04600874068603e-7	
Os12g0555000	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	5.1	1.19556073921498e-7	
Os12g0617400	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	1.2473303703889e-7	
Os05g0421600	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5.1	3.99266657669636e-7	
Os05g0349800	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-5.1	4.95564296396138e-7	
Os06g0604000	oryza sativa	E-GEOD-69010	'phr1, phr2, phr3 triple mutant' vs 'wild type'	-5.1	5.14504865025885e-7	
Os06g0127100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5.1	5.75029325195325e-7	
Os04g0517100	oryza sativa	E-GEOD-37940	'24 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	7.20115151799335e-7	
Os09g0555500	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5.1	7.44695350802178e-7	
Os03g0322900	oryza sativa	E-MTAB-5118	'60:1 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	5.1	0.00000209107515160445	
Os09g0522000	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'C418'	5.1	0.00000505963985719896	
Os03g0820300	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.1	0.00000798495780092216	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME1' vs 'IR24; mock'	5.1	0.00000827572014365596	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5.1	0.0000158963008057023	
Os03g0322900	oryza sativa	E-MTAB-5118	'60:60 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	5.1	0.0000190506914489774	
Os02g0134200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	5.1	0.0000431413813304095	
Os01g0727500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.1	0.000143333743357223	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.1	0.000147473273876311	
Os03g0180800	oryza sativa	E-GEOD-40242	'cea62 mutant' vs 'wild type'	5.1	0.000192796333845397	
Os09g0522200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5.1	0.000257756889408435	
Os02g0661100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.1	0.000359455528303	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	5.1	0.000486572267163862	
Os03g0741100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5.1	0.000709300942631318	
Os04g0401700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-5	8.40278511110179e-232	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain RS105' vs 'mock'	5	7.40683941494393e-92	
Os06g0561000	oryza sativa	E-GEOD-115371	'72 hour anaerobic environment; 24 hour aerobic environment' vs 'none' in '96 hour; coleoptile'	5	1.15680564159737e-76	
Os10g0415300	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	5	1.68126001107312e-55	
Os01g0733200	oryza sativa	E-MTAB-5170	'elf18' vs 'none' in 'EFR:XA21:GFP' at '6 hour'	5	5.56705197362942e-30	
Os01g0197700	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7331' vs 'mock'	5	1.3342392237446e-29	
Os04g0584750	oryza sativa	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	5	2.20984399648879e-14	
Os03g0186900	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	5	4.5262850180143e-14	
Os03g0820300	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	5	1.28474165191253e-13	
Os08g0374600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	5	2.76477912197414e-9	
Os02g0669100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5	8.74747529669906e-9	
Os03g0820500	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-5	1.04593700381625e-8	
Os04g0541700	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5	1.08044560311072e-8	
Os03g0820300	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	5	1.80211296803865e-8	
Os03g0820500	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5	6.7865057156335e-8	
Os02g0313700	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5	7.02848024912211e-8	
Os01g0136200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-5	7.23381431878897e-8	
Os06g0246500	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-5	1.77538712507257e-7	
Os05g0195200	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'tolerant to drought environment' at '3 hour'	5	4.52735403278432e-7	
Os02g0669100	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	-5	5.02970862670978e-7	
Os02g0662000	oryza sativa	E-MEXP-2267	'27 hour' vs '1 hour' in 'anaerobic'	5	6.65915935566724e-7	
Os11g0684000	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO99A-2' vs 'Nipponbare; mock'	5	0.00000158449740061287	
Os03g0315400	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	5	0.00000215245240754303	
Os05g0542500	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-5	0.0000045382730015165	
Os05g0421600	oryza sativa	E-MTAB-5524	'4-chloro-6-methyl-2-phenylpyrimidine; 100 micromolar' vs 'vehicle' at '4 hour'	5	0.0000078896556216501	
Os11g0684000	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae PXO86' vs 'Nipponbare; mock'	5	0.00000831875057598225	
Os09g0522200	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'C418'	5	0.0000109791311670697	
Os10g0555100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	5	0.0000158518862724018	
Os05g0211100	oryza sativa	E-GEOD-58603	'abscisic acid; salt-tolerant introgression line PL177; sodium chloride 140 millimolar; leaf' vs 'abscisic acid; wild type genotype; sodium chloride 140 millimolar; leaf'	5	0.0000459479599171417	
Os01g0626400	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	5	0.0000468638290757654	
Os02g0661100	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	5	0.0000995022424151489	
Os04g0517100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	5	0.000106161581966037	
Os11g0592200	oryza sativa	E-GEOD-42028	'MADS29 OX overexpression' vs 'wild type'	5	0.000117964446895603	
Os01g0862800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	5	0.000130017231289	
Os11g0684000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae T7174' vs 'IR24; none'	5	0.000210692890380178	
Os03g0230300	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5	0.000216513400073203	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	5	0.000286506126860441	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; mock'	5	0.000423654845969882	
Os09g0109600	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; mock'	5	0.000447546449456395	
Os06g0127100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5	0.000725348199888581	
Os03g0820300	oryza sativa	E-GEOD-62894	'Pish; avirulent line of rice blast fungus; resistant' at '3 day' vs 'Pish; water; resistant' at '3 day'	5	0.00251755463176479	
Os03g0741100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5	0.0026662216702377	
Os12g0150200	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	5	0.0249472600578563	
Os02g0814200	oryza sativa	E-MTAB-5025	'Laodelphax striatella' vs 'none'	-4.9	8.29488982835041e-157	
Os04g0517100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.9	4.77539897182168e-151	
Os07g0154100	oryza sativa	E-MTAB-5025	'microinjection with insect-derived Rice stripe virus' vs 'microinjection with extracts of nonviruliferous planthoppers'	4.9	6.35227872948822e-120	
Os01g0764800	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	1.12332339442758e-94	
Os01g0615100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.9	1.2132019583926e-92	
Os05g0322900	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.9	3.84520630352272e-84	
Os01g0928000	oryza sativa	E-MTAB-4406	'moderately resistant to bacterial panicle blight disease' vs 'susceptible to bacterial panicle blight disease' in 'control' at 'flowering stage'	-4.9	5.24396866335352e-79	
Os05g0542500	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	1.9492997240874e-45	
Os03g0575200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.9	8.52789750976057e-45	
Os01g0869200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	3.88299868465567e-44	
Os06g0561000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.9	3.47339697853941e-35	
Os03g0575200	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.9	5.30726387570021e-34	
Os02g0759400	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.9	5.51961883225862e-27	
Os10g0409400	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain L8' vs 'mock'	4.9	1.55214953307385e-20	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7341' vs 'mock'	4.9	1.96188219912025e-20	
Os03g0736500	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '12 hour; plant embryo coleoptile'	-4.9	1.18891483830203e-19	
Os04g0659300	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'shoot' at '24 hour'	4.9	5.37965874547676e-19	
Os01g0859300	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain BLS279' vs 'mock'	4.9	9.7508664404138e-17	
Os03g0223400	oryza sativa	E-MTAB-6740	'seed germination stage' vs 'seed dormant stage' in  '30 degree celsius; 8 hour'	-4.9	7.68311134479726e-16	
Os03g0576200	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	4.9	9.46225941025901e-15	
Os09g0109600	oryza sativa	E-MTAB-4994	'drought environment' vs 'normal watering'	4.9	1.54983664248202e-13	
Os03g0186900	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain B8-12' vs 'mock'	4.9	1.14632898681359e-11	
Os09g0522200	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	1.5177574153298e-11	
Os04g0521100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '48 hour; coleoptile'	-4.9	1.70923345803795e-10	
Os05g0195200	oryza sativa	E-MEXP-1766	'24 hour, germination' vs '0 hour, dry seed'	-4.9	1.00157809213286e-8	
Os04g0541700	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.9	1.82856001424286e-8	
Os09g0522200	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	1.93159303029028e-8	
Os03g0322900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	-4.9	2.07667991632585e-8	
Os02g0313700	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.9	2.13228005163802e-8	
Os03g0286900	oryza sativa	E-MEXP-1766	'12 hour, germination' vs '0 hour, dry seed'	-4.9	2.83131246926032e-8	
Os10g0521000	oryza sativa	E-GEOD-41647	'drought environment' vs 'control' in 'susceptible to drought environment' at '6 hour'	4.9	3.59277367583126e-8	
Os10g0576900	oryza sativa	E-MEXP-2267	'12 hour' vs '1 hour' in 'anaerobic'	4.9	3.61323465673366e-8	
Os03g0820500	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	4.74567366043382e-8	
Os06g0127100	oryza sativa	E-MEXP-2267	'30 hour' vs '1 hour' in 'anaerobic'	-4.9	8.0765363610892e-8	
Os06g0127100	oryza sativa	E-MEXP-2267	'24 hour' vs '1 hour' in 'anaerobic'	-4.9	1.60383751160116e-7	
Os07g0561300	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Mutant'	4.9	4.77317906580785e-7	
Os01g0862800	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	5.43417078299764e-7	
Os03g0315400	oryza sativa	E-GEOD-37940	'48 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.00000131610676279207	
Os09g0522000	oryza sativa	E-MEXP-1766	'3 hour, germination' vs '0 hour, dry seed'	4.9	0.00000150956209711157	
Os11g0684000	oryza sativa	E-GEOD-36272	'Nipponbare; Xanthomonas oryzae T7174' vs 'Nipponbare; mock'	4.9	0.00000270653101888535	
Os01g0827300	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '96 hour; coleoptile'	-4.9	0.00000418262174658935	
Os02g0191600	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.9	0.00000818526003384645	
Os04g0243700	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.9	0.00000865983338806623	
Os01g0862800	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.9	0.0000157481649037618	
Os09g0522000	oryza sativa	E-GEOD-37940	'12 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.0000329895908952181	
Os09g0522200	oryza sativa	E-GEOD-21396	'28 days after flowering' vs '7 days after flowering' in 'embryo'	-4.9	0.0000340247837299277	
Os09g0522200	oryza sativa	E-GEOD-39432	'28 days after flowering' vs '7 days after flowering' in 'embryo'	-4.9	0.0000410500984038094	
Os03g0741100	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 2 hour' vs 'control; tolerant to chilling'	4.9	0.0000514666546984408	
Os12g0150200	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99A' vs 'IR24; none'	4.9	0.0000532717415087159	
Os06g0141200	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 48 hour' vs 'control; sensitive to chilling'	-4.9	0.000061701130239047	
Os05g0211100	oryza sativa	E-MTAB-5118	'60:1 carbon:nitrogen ratio' vs '1:1 carbon:nitrogen ratio'	4.9	0.0000630621474064859	
Os03g0741100	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 24 hour' vs 'control; sensitive to chilling'	4.9	0.000069592587782262	
Os01g0727500	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 8 hour' vs 'control; tolerant to chilling'	4.9	0.0000732492547633362	
Os03g0180800	oryza sativa	E-GEOD-37940	'6 hour;cold stress' vs '0 hour;control' in 'K354'	4.9	0.000102432734391133	
Os09g0522000	oryza sativa	E-GEOD-37940	'2 hour;cold stress' vs '0 hour;control' in 'C418'	4.9	0.000127652491568838	
Os03g0315400	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 2 hour' vs 'control; sensitive to chilling'	4.9	0.000221323297578276	
Os03g0286900	oryza sativa	E-GEOD-58603	'none; wild type genotype; sodium chloride 140 millimolar; leaf' vs 'none; wild type genotype; normal watering; leaf'	4.9	0.000230685725103658	
Os03g0322900	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME5' vs 'IR24; none'	4.9	0.000257748143209927	
Os07g0154100	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4.9	0.00046903802102447	
Os05g0349800	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 48 hour' vs 'control; tolerant to chilling'	-4.9	0.000470027931457829	
Os09g0522000	oryza sativa	E-GEOD-36272	'IR24; Xanthomonas oryzae PXO99AME7' vs 'IR24; none'	-4.9	0.000844694530379124	
Os02g0802500	oryza sativa	E-GEOD-21396	'7 days after flowering' vs '1 days after flowering' in 'ovary'	4.9	0.0014139743312304	
Os08g0374600	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	4.9	0.00185490132573507	
Os09g0522000	oryza sativa	E-GEOD-38023	'cold stress; sensitive to chilling; 8 hour' vs 'control; sensitive to chilling'	4.9	0.00208437270414479	
Os09g0537700	oryza sativa	E-GEOD-38023	'cold stress; tolerant to chilling; 24 hour' vs 'control; tolerant to chilling'	-4.9	0.00397692948182749	
Os10g0148000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.9	0.00716611028484359	
Os04g0301500	oryza sativa	E-MTAB-3230	'PEG Stress' vs 'normal' in 'Wild Type'	4.9	0.0080987662094534	
Os01g0955100	oryza sativa	E-GEOD-115371	'anaerobic environment' vs 'none' in '72 hour; coleoptile'	-4.8	3.48921833645202e-160	
Os08g0504700	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.8	3.17553055450619e-154	
Os02g0669100	oryza sativa	E-MTAB-6740	'192 hour' vs '8 hour' in 'seed dormant stage; 30 degree celsius'	-4.8	1.01438443562002e-140	
Os02g0661100	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.8	2.91719643209343e-102	
Os04g0684900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '24 hour'	4.8	9.54947430568443e-71	
Os04g0578000	oryza sativa	E-CURD-28	'EXPA30::GFP' vs 'wild type genotype'	4.8	4.46723917131654e-51	
Os04g0540900	oryza sativa	E-MTAB-4306	'cadmium sulfate; 50 micromolar' vs 'none' in 'root' at '1 hour'	4.8	2.2322908055425e-47	
Os06g0561000	oryza sativa	E-GEOD-67588	'Xanthomonas oryzae pv. oryzicola strain CFBP7342' vs 'mock'	4.8	1.22113831372785e-33	
